word_id,transcription
c03-000f-06-05,this
c03-000f-06-06,unity
c03-000f-07-00,of
c03-000f-07-01,conception
c03-000f-07-02,and
c03-000f-07-03,control
c03-000f-07-04,are
c03-000f-07-05,everywhere
c03-000f-08-00,apparent
c03-000f-08-01,.
c03-003a-00-00,This
c03-003a-00-01,is
c03-003a-00-02,not
c03-003a-00-03,a
c03-003a-00-04,filmed
c03-003a-00-05,play
c03-003a-00-06,.
c03-003a-00-07,It
c03-003a-00-08,has
c03-003a-00-09,been
c03-003a-01-00,conceived
c03-003a-01-01,throughout
c03-003a-01-02,in
c03-003a-01-03,terms
c03-003a-01-04,of
c03-003a-01-05,the
c03-003a-01-06,cinema
c03-003a-01-07,","
c03-003a-02-00,and
c03-003a-02-01,again
c03-003a-02-02,and
c03-003a-02-03,again
c03-003a-02-04,it
c03-003a-02-05,is
c03-003a-02-06,the
c03-003a-02-07,visual
c03-003a-02-08,qualities
c03-003a-03-00,of
c03-003a-03-01,the
c03-003a-03-02,story
c03-003a-03-03,","
c03-003a-03-04,and
c03-003a-03-05,the
c03-003a-03-06,marriage
c03-003a-03-07,of
c03-003a-03-08,the
c03-003a-03-09,central
c03-003a-04-00,characters
c03-003a-04-01,to
c03-003a-04-02,their
c03-003a-04-03,background
c03-003a-04-04,","
c03-003a-04-05,which
c03-003a-04-06,bring
c03-003a-05-00,the
c03-003a-05-01,film
c03-003a-05-02,so
c03-003a-05-03,vividly
c03-003a-05-04,to
c03-003a-05-05,life
c03-003a-05-06,.
c03-003a-05-07,In
c03-003a-05-08,Fanny
c03-003a-05-09,","
c03-003a-05-10,which
c03-003a-06-00,also
c03-003a-06-01,has
c03-003a-06-02,its
c03-003a-06-03,premiere
c03-003a-06-04,tomorrow
c03-003a-06-05,","
c03-003a-06-06,the
c03-003a-06-07,director
c03-003a-06-08,","
c03-003a-07-00,Mr.
c03-003a-07-01,Joshua
c03-003a-07-02,Logan
c03-003a-07-03,","
c03-003a-07-04,attempted
c03-003a-07-05,but
c03-003a-07-06,failed
c03-003a-07-07,to
c03-003a-07-08,create
c03-003a-08-00,the
c03-003a-08-01,atmosphere
c03-003a-08-02,of
c03-003a-08-03,a
c03-003a-08-04,city
c03-003a-08-05,.
c03-003b-00-00,This
c03-003b-00-01,is
c03-003b-00-02,not
c03-003b-00-03,a
c03-003b-00-04,filmed
c03-003b-00-05,play
c03-003b-00-06,.
c03-003b-00-07,It
c03-003b-00-08,has
c03-003b-00-09,been
c03-003b-00-10,conceived
c03-003b-01-00,throughout
c03-003b-01-01,in
c03-003b-01-02,terms
c03-003b-01-03,of
c03-003b-01-04,the
c03-003b-01-05,cinema
c03-003b-01-06,","
c03-003b-01-07,and
c03-003b-01-08,again
c03-003b-01-09,and
c03-003b-02-00,again
c03-003b-02-01,it
c03-003b-02-02,is
c03-003b-02-03,the
c03-003b-02-04,visual
c03-003b-02-05,qualities
c03-003b-02-06,of
c03-003b-02-07,the
c03-003b-02-08,story
c03-003b-02-09,","
c03-003b-02-10,and
c03-003b-03-00,the
c03-003b-03-01,marriage
c03-003b-03-02,of
c03-003b-03-03,the
c03-003b-03-04,central
c03-003b-03-05,characters
c03-003b-03-06,to
c03-003b-03-07,their
c03-003b-04-00,background
c03-003b-04-01,","
c03-003b-04-02,which
c03-003b-04-03,bring
c03-003b-04-04,the
c03-003b-04-05,film
c03-003b-04-06,so
c03-003b-04-07,vividly
c03-003b-04-08,to
c03-003b-04-09,life
c03-003b-04-10,.
c03-003b-05-00,In
c03-003b-05-01,Fanny
c03-003b-05-02,","
c03-003b-05-03,which
c03-003b-05-04,also
c03-003b-05-05,has
c03-003b-05-06,its
c03-003b-05-07,premiere
c03-003b-05-08,tomorrow
c03-003b-05-09,","
c03-003b-06-00,the
c03-003b-06-01,director
c03-003b-06-02,","
c03-003b-06-03,Mr.
c03-003b-06-04,Joshua
c03-003b-06-05,Logan
c03-003b-06-06,","
c03-003b-06-07,attempted
c03-003b-06-08,but
c03-003b-06-09,failed
c03-003b-07-00,to
c03-003b-07-01,create
c03-003b-07-02,the
c03-003b-07-03,atmosphere
c03-003b-07-04,of
c03-003b-07-05,a
c03-003b-07-06,city
c03-003b-07-07,.
c03-007-00-00,In
c03-007-00-01,A
c03-007-00-02,Taste
c03-007-00-03,of
c03-007-00-04,Honey
c03-007-00-05,Mr.
c03-007-00-06,Richardson
c03-007-00-07,has
c03-007-00-08,taken
c03-007-01-00,a
c03-007-01-01,town
c03-007-01-02,in
c03-007-01-03,the
c03-007-01-04,industrial
c03-007-01-05,North
c03-007-01-06,of
c03-007-01-07,England
c03-007-02-00,and
c03-007-02-01,has
c03-007-02-02,made
c03-007-02-03,it
c03-007-02-04,live
c03-007-02-05,.
c03-007-02-06,The
c03-007-02-07,shabby
c03-007-02-08,streets
c03-007-03-00,and
c03-007-03-01,wet
c03-007-03-02,pavements
c03-007-03-03,","
c03-007-03-04,the
c03-007-03-05,school
c03-007-03-06,play-grounds
c03-007-03-07,","
c03-007-04-00,the
c03-007-04-01,public
c03-007-04-02,monuments
c03-007-04-03,and
c03-007-04-04,the
c03-007-04-05,rubbish
c03-007-05-00,strewn
c03-007-05-01,canals
c03-007-05-02,-
c03-007-05-03,even
c03-007-05-04,the
c03-007-05-05,worn
c03-007-05-06,head-stones
c03-007-06-00,in
c03-007-06-01,the
c03-007-06-02,churchyard
c03-007-06-03,","
c03-007-06-04,""""
c03-007-06-05,sacred
c03-007-06-06,to
c03-007-06-07,the
c03-007-06-08,memory
c03-007-06-09,of
c03-007-06-10,""""
c03-007-06-11,-
c03-007-07-00,are
c03-007-07-01,seen
c03-007-07-02,as
c03-007-07-03,an
c03-007-07-04,integral
c03-007-07-05,part
c03-007-07-06,of
c03-007-07-07,the
c03-007-07-08,story
c03-007-07-09,.
c03-003c-00-00,This
c03-003c-00-01,is
c03-003c-00-02,not
c03-003c-00-03,a
c03-003c-00-04,filmed
c03-003c-00-05,play
c03-003c-00-06,.
c03-003c-00-07,It
c03-003c-00-08,has
c03-003c-00-09,been
c03-003c-00-10,con-
c03-003c-01-00,ceived
c03-003c-01-01,throughout
c03-003c-01-02,in
c03-003c-01-03,terms
c03-003c-01-04,of
c03-003c-01-05,the
c03-003c-01-06,cinema
c03-003c-01-07,","
c03-003c-01-08,and
c03-003c-02-00,again
c03-003c-02-01,and
c03-003c-02-02,again
c03-003c-02-03,it
c03-003c-02-04,is
c03-003c-02-05,the
c03-003c-02-06,visual
c03-003c-02-07,qualities
c03-003c-02-08,of
c03-003c-03-00,the
c03-003c-03-01,story
c03-003c-03-02,","
c03-003c-03-03,and
c03-003c-03-04,the
c03-003c-03-05,marriage
c03-003c-03-06,of
c03-003c-03-07,the
c03-003c-03-08,central
c03-003c-04-00,characters
c03-003c-04-01,to
c03-003c-04-02,their
c03-003c-04-03,background
c03-003c-04-04,","
c03-003c-04-05,which
c03-003c-04-06,bring
c03-003c-04-07,the
c03-003c-05-00,film
c03-003c-05-01,so
c03-003c-05-02,vividly
c03-003c-05-03,to
c03-003c-05-04,life
c03-003c-05-05,.
c03-003c-05-06,In
c03-003c-05-07,Fanny
c03-003c-05-08,","
c03-003c-05-09,which
c03-003c-05-10,also
c03-003c-06-00,has
c03-003c-06-01,its
c03-003c-06-02,premiere
c03-003c-06-03,tomorrow
c03-003c-06-04,","
c03-003c-06-05,the
c03-003c-06-06,director
c03-003c-06-07,","
c03-003c-06-08,Mr.
c03-003c-07-00,Joshua
c03-003c-07-01,Logan
c03-003c-07-02,","
c03-003c-07-03,attempted
c03-003c-07-04,but
c03-003c-07-05,failed
c03-003c-07-06,to
c03-003c-08-00,create
c03-003c-08-01,the
c03-003c-08-02,atmosphere
c03-003c-08-03,of
c03-003c-08-04,a
c03-003c-08-05,city
c03-003c-08-06,.
c03-003d-00-00,This
c03-003d-00-01,is
c03-003d-00-02,not
c03-003d-00-03,a
c03-003d-00-04,filmed
c03-003d-00-05,play
c03-003d-00-06,.
c03-003d-00-07,It
c03-003d-00-08,has
c03-003d-00-09,been
c03-003d-00-10,conceived
c03-003d-01-00,throughout
c03-003d-01-01,in
c03-003d-01-02,terms
c03-003d-01-03,of
c03-003d-01-04,the
c03-003d-01-05,cinema
c03-003d-01-06,","
c03-003d-01-07,and
c03-003d-01-08,again
c03-003d-02-00,and
c03-003d-02-01,again
c03-003d-02-02,it
c03-003d-02-03,is
c03-003d-02-04,the
c03-003d-02-05,visual
c03-003d-02-06,qualities
c03-003d-02-07,of
c03-003d-02-08,the
c03-003d-03-00,story
c03-003d-03-01,","
c03-003d-03-02,and
c03-003d-03-03,the
c03-003d-03-04,marriage
c03-003d-03-05,of
c03-003d-03-06,the
c03-003d-03-07,central
c03-003d-03-08,charac-
c03-003d-04-00,ters
c03-003d-04-01,to
c03-003d-04-02,their
c03-003d-04-03,background
c03-003d-04-04,","
c03-003d-04-05,which
c03-003d-04-06,bring
c03-003d-04-07,the
c03-003d-05-00,film
c03-003d-05-01,so
c03-003d-05-02,vividly
c03-003d-05-03,to
c03-003d-05-04,life
c03-003d-05-05,.
c03-003d-05-06,In
c03-003d-05-07,Fanny
c03-003d-05-08,","
c03-003d-05-09,which
c03-003d-06-00,also
c03-003d-06-01,has
c03-003d-06-02,its
c03-003d-06-03,premiere
c03-003d-06-04,tomorrow
c03-003d-06-05,","
c03-003d-06-06,the
c03-003d-06-07,director
c03-003d-06-08,","
c03-003d-07-00,Mr.
c03-003d-07-01,Joshua
c03-003d-07-02,Logan
c03-003d-07-03,","
c03-003d-07-04,attempted
c03-003d-07-05,but
c03-003d-07-06,failed
c03-003d-07-07,to
c03-003d-08-00,create
c03-003d-08-01,the
c03-003d-08-02,atmosphere
c03-003d-08-03,of
c03-003d-08-04,a
c03-003d-08-05,city
c03-003d-08-06,.
c03-003e-00-00,This
c03-003e-00-01,is
c03-003e-00-02,not
c03-003e-00-03,a
c03-003e-00-04,filmed
c03-003e-00-05,play
c03-003e-00-06,.
c03-003e-00-07,It
c03-003e-00-08,has
c03-003e-00-09,been
c03-003e-00-10,con-
c03-003e-01-00,ceived
c03-003e-01-01,throughout
c03-003e-01-02,in
c03-003e-01-03,terms
c03-003e-01-04,of
c03-003e-01-05,the
c03-003e-01-06,cinema
c03-003e-01-07,","
c03-003e-02-00,and
c03-003e-02-01,again
c03-003e-02-02,and
c03-003e-02-03,again
c03-003e-02-04,it
c03-003e-02-05,is
c03-003e-02-06,the
c03-003e-02-07,visual
c03-003e-02-08,qualities
c03-003e-03-00,of
c03-003e-03-01,the
c03-003e-03-02,story
c03-003e-03-03,","
c03-003e-03-04,and
c03-003e-03-05,the
c03-003e-03-06,marriage
c03-003e-03-07,of
c03-003e-03-08,the
c03-003e-03-09,central
c03-003e-04-00,characters
c03-003e-04-01,to
c03-003e-04-02,their
c03-003e-04-03,background
c03-003e-04-04,","
c03-003e-04-05,which
c03-003e-04-06,bring
c03-003e-05-00,the
c03-003e-05-01,film
c03-003e-05-02,so
c03-003e-05-03,vividly
c03-003e-05-04,to
c03-003e-05-05,life
c03-003e-05-06,.
c03-003e-05-07,In
c03-003e-05-08,Fanny
c03-003e-05-09,","
c03-003e-05-10,which
c03-003e-06-00,also
c03-003e-06-01,has
c03-003e-06-02,its
c03-003e-06-03,premiere
c03-003e-06-04,tomorrow
c03-003e-06-05,","
c03-003e-06-06,the
c03-003e-06-07,director
c03-003e-06-08,","
c03-003e-07-00,Mr.
c03-003e-07-01,Joshua
c03-003e-07-02,Logan
c03-003e-07-03,","
c03-003e-07-04,attempted
c03-003e-07-05,but
c03-003e-07-06,failed
c03-003e-07-07,to
c03-003e-08-00,create
c03-003e-08-01,the
c03-003e-08-02,atmosphere
c03-003e-08-03,of
c03-003e-08-04,a
c03-003e-08-05,city
c03-003e-08-06,.
c03-003f-00-00,This
c03-003f-00-01,is
c03-003f-00-02,not
c03-003f-00-03,a
c03-003f-00-04,filmed
c03-003f-00-05,play
c03-003f-00-06,.
c03-003f-00-07,It
c03-003f-00-08,has
c03-003f-00-09,been
c03-003f-00-10,concei-
c03-003f-01-00,ved
c03-003f-01-01,throughout
c03-003f-01-02,in
c03-003f-01-03,terms
c03-003f-01-04,of
c03-003f-01-05,the
c03-003f-01-06,cinema
c03-003f-01-07,","
c03-003f-02-00,and
c03-003f-02-01,again
c03-003f-02-02,and
c03-003f-02-03,again
c03-003f-02-04,it
c03-003f-02-05,is
c03-003f-02-06,the
c03-003f-02-07,visual
c03-003f-02-08,qualities
c03-003f-03-00,of
c03-003f-03-01,the
c03-003f-03-02,story
c03-003f-03-03,","
c03-003f-03-04,and
c03-003f-03-05,the
c03-003f-03-06,marriage
c03-003f-03-07,of
c03-003f-03-08,the
c03-003f-04-00,central
c03-003f-04-01,characters
c03-003f-04-02,to
c03-003f-04-03,their
c03-003f-04-04,background
c03-003f-04-05,","
c03-003f-05-00,which
c03-003f-05-01,bring
c03-003f-05-02,the
c03-003f-05-03,film
c03-003f-05-04,so
c03-003f-05-05,vividly
c03-003f-05-06,to
c03-003f-05-07,life
c03-003f-05-08,.
c03-003f-05-09,In
c03-003f-06-00,Fanny
c03-003f-06-01,","
c03-003f-06-02,which
c03-003f-06-03,also
c03-003f-06-04,has
c03-003f-06-05,its
c03-003f-06-06,premiere
c03-003f-06-07,tomorrow
c03-003f-06-08,","
c03-003f-07-00,the
c03-003f-07-01,director
c03-003f-07-02,","
c03-003f-07-03,Mr.
c03-003f-07-04,Joshua
c03-003f-07-05,Logan
c03-003f-07-06,","
c03-003f-07-07,attempted
c03-003f-08-00,but
c03-003f-08-01,failed
c03-003f-08-02,to
c03-003f-08-03,create
c03-003f-08-04,the
c03-003f-08-05,atmosphere
c03-003f-08-06,of
c03-003f-09-00,a
c03-003f-09-01,city
c03-003f-09-02,.
c03-007a-00-00,In
c03-007a-00-01,A
c03-007a-00-02,Taste
c03-007a-00-03,of
c03-007a-00-04,Honey
c03-007a-00-05,Mr.
c03-007a-00-06,Richardson
c03-007a-00-07,has
c03-007a-01-00,taken
c03-007a-01-01,a
c03-007a-01-02,town
c03-007a-01-03,in
c03-007a-01-04,the
c03-007a-01-05,industrial
c03-007a-01-06,North
c03-007a-01-07,of
c03-007a-01-08,England
c03-007a-02-00,and
c03-007a-02-01,has
c03-007a-02-02,made
c03-007a-02-03,it
c03-007a-02-04,live
c03-007a-02-05,.
c03-007a-02-06,The
c03-007a-02-07,shabby
c03-007a-02-08,streets
c03-007a-02-09,and
c03-007a-03-00,wet
c03-007a-03-01,pavements
c03-007a-03-02,","
c03-007a-03-03,the
c03-007a-03-04,school
c03-007a-03-05,play-grounds
c03-007a-03-06,","
c03-007a-03-07,the
c03-007a-04-00,public
c03-007a-04-01,monuments
c03-007a-04-02,and
c03-007a-04-03,the
c03-007a-04-04,rubbish
c03-007a-04-05,strewn
c03-007a-04-06,canals
c03-007a-04-07,-
c03-007a-05-00,even
c03-007a-05-01,the
c03-007a-05-02,worn
c03-007a-05-03,head-stones
c03-007a-05-04,in
c03-007a-05-05,the
c03-007a-05-06,churchyard
c03-007a-05-07,","
c03-007a-06-00,""""
c03-007a-06-01,sacred
c03-007a-06-02,to
c03-007a-06-03,the
c03-007a-06-04,memory
c03-007a-06-05,of
c03-007a-06-06,""""
c03-007a-06-07,-
c03-007a-06-08,are
c03-007a-06-09,seen
c03-007a-06-10,as
c03-007a-06-11,an
c03-007a-07-00,integral
c03-007a-07-01,part
c03-007a-07-02,of
c03-007a-07-03,the
c03-007a-07-04,story
c03-007a-07-05,.
c03-007b-00-00,In
c03-007b-00-01,A
c03-007b-00-02,Taste
c03-007b-00-03,of
c03-007b-00-04,Honey
c03-007b-00-05,Mr.
c03-007b-00-06,Richardson
c03-007b-00-07,has
c03-007b-00-08,taken
c03-007b-00-09,a
c03-007b-01-00,town
c03-007b-01-01,in
c03-007b-01-02,the
c03-007b-01-03,industrial
c03-007b-01-04,North
c03-007b-01-05,of
c03-007b-01-06,England
c03-007b-01-07,and
c03-007b-02-00,has
c03-007b-02-01,made
c03-007b-02-02,it
c03-007b-02-03,live
c03-007b-02-04,.
c03-007b-02-05,The
c03-007b-02-06,shabby
c03-007b-02-07,streets
c03-007b-02-08,and
c03-007b-02-09,wet
c03-007b-02-10,pavements
c03-007b-02-11,","
c03-007b-03-00,the
c03-007b-03-01,school
c03-007b-03-02,play-grounds
c03-007b-03-03,","
c03-007b-03-04,the
c03-007b-03-05,public
c03-007b-03-06,monuments
c03-007b-03-07,and
c03-007b-04-00,the
c03-007b-04-01,rubbish
c03-007b-04-02,strewn
c03-007b-04-03,canals
c03-007b-04-04,-
c03-007b-04-05,even
c03-007b-04-06,the
c03-007b-04-07,worn
c03-007b-05-00,head-stones
c03-007b-05-01,in
c03-007b-05-02,the
c03-007b-05-03,churchyard
c03-007b-05-04,","
c03-007b-05-05,""""
c03-007b-05-06,sacred
c03-007b-05-07,to
c03-007b-05-08,the
c03-007b-06-00,memory
c03-007b-06-01,of
c03-007b-06-02,""""
c03-007b-06-03,-
c03-007b-06-04,are
c03-007b-06-05,seen
c03-007b-06-06,as
c03-007b-06-07,an
c03-007b-06-08,integral
c03-007b-06-09,part
c03-007b-06-10,of
c03-007b-07-00,the
c03-007b-07-01,story
c03-007b-07-02,.
c03-007c-00-00,In
c03-007c-00-01,A
c03-007c-00-02,Taste
c03-007c-00-03,of
c03-007c-00-04,Honey
c03-007c-00-05,Mr.
c03-007c-00-06,Richardson
c03-007c-00-07,has
c03-007c-00-08,taken
c03-007c-01-00,a
c03-007c-01-01,town
c03-007c-01-02,in
c03-007c-01-03,the
c03-007c-01-04,industrial
c03-007c-01-05,North
c03-007c-01-06,of
c03-007c-01-07,England
c03-007c-02-00,and
c03-007c-02-01,has
c03-007c-02-02,made
c03-007c-02-03,it
c03-007c-02-04,live
c03-007c-02-05,.
c03-007c-02-06,The
c03-007c-02-07,shabby
c03-007c-02-08,streets
c03-007c-03-00,and
c03-007c-03-01,wet
c03-007c-03-02,pavements
c03-007c-03-03,","
c03-007c-03-04,the
c03-007c-03-05,school
c03-007c-03-06,play-grounds
c03-007c-03-07,","
c03-007c-04-00,the
c03-007c-04-01,public
c03-007c-04-02,monuments
c03-007c-04-03,and
c03-007c-04-04,the
c03-007c-04-05,rubbish
c03-007c-04-06,strewn
c03-007c-05-00,canals
c03-007c-05-01,-
c03-007c-05-02,even
c03-007c-05-03,the
c03-007c-05-04,worn
c03-007c-05-05,head-stones
c03-007c-05-06,in
c03-007c-05-07,the
c03-007c-06-00,churchyard
c03-007c-06-01,","
c03-007c-06-02,""""
c03-007c-06-03,sacred
c03-007c-06-04,to
c03-007c-06-05,the
c03-007c-06-06,memory
c03-007c-06-07,of
c03-007c-06-08,""""
c03-007c-07-00,-
c03-007c-07-01,are
c03-007c-07-02,seen
c03-007c-07-03,as
c03-007c-07-04,an
c03-007c-07-05,integral
c03-007c-07-06,part
c03-007c-07-07,of
c03-007c-07-08,the
c03-007c-08-00,story
c03-007c-08-01,.
c03-007d-00-00,In
c03-007d-00-01,A
c03-007d-00-02,Taste
c03-007d-00-03,of
c03-007d-00-04,Honey
c03-007d-00-05,Mr.
c03-007d-00-06,Richardson
c03-007d-00-07,has
c03-007d-01-00,taken
c03-007d-01-01,a
c03-007d-01-02,town
c03-007d-01-03,in
c03-007d-01-04,the
c03-007d-01-05,industrial
c03-007d-01-06,North
c03-007d-01-07,of
c03-007d-02-00,England
c03-007d-02-01,and
c03-007d-02-02,has
c03-007d-02-03,made
c03-007d-02-04,it
c03-007d-02-05,live
c03-007d-02-06,.
c03-007d-02-07,The
c03-007d-02-08,shabby
c03-007d-03-00,streets
c03-007d-03-01,and
c03-007d-03-02,wet
c03-007d-03-03,pavements
c03-007d-03-04,","
c03-007d-03-05,the
c03-007d-03-06,school
c03-007d-04-00,play-grounds
c03-007d-04-01,","
c03-007d-04-02,the
c03-007d-04-03,public
c03-007d-04-04,monuments
c03-007d-04-05,and
c03-007d-05-00,the
c03-007d-05-01,rubbish
c03-007d-05-02,strewn
c03-007d-05-03,canals
c03-007d-05-04,-
c03-007d-05-05,even
c03-007d-05-06,the
c03-007d-06-00,worn
c03-007d-06-01,head-stones
c03-007d-06-02,in
c03-007d-06-03,the
c03-007d-06-04,churchyard
c03-007d-06-05,","
c03-007d-06-06,""""
c03-007d-06-07,sacred
c03-007d-07-00,to
c03-007d-07-01,the
c03-007d-07-02,memory
c03-007d-07-03,of
c03-007d-07-04,""""
c03-007d-07-05,-
c03-007d-07-06,are
c03-007d-07-07,seen
c03-007d-07-08,as
c03-007d-07-09,an
c03-007d-08-00,integral
c03-007d-08-01,part
c03-007d-08-02,of
c03-007d-08-03,the
c03-007d-08-04,story
c03-007d-08-05,.
c03-007e-00-00,In
c03-007e-00-01,A
c03-007e-00-02,Taste
c03-007e-00-03,of
c03-007e-00-04,Honey
c03-007e-00-05,Mr.
c03-007e-00-06,Richardson
c03-007e-00-07,has
c03-007e-01-00,taken
c03-007e-01-01,a
c03-007e-01-02,town
c03-007e-01-03,in
c03-007e-01-04,the
c03-007e-01-05,industrial
c03-007e-01-06,North
c03-007e-01-07,of
c03-007e-02-00,England
c03-007e-02-01,and
c03-007e-02-02,has
c03-007e-02-03,made
c03-007e-02-04,it
c03-007e-02-05,live
c03-007e-02-06,.
c03-007e-02-07,The
c03-007e-02-08,shabby
c03-007e-03-00,streets
c03-007e-03-01,and
c03-007e-03-02,wet
c03-007e-03-03,pavements
c03-007e-03-04,","
c03-007e-03-05,the
c03-007e-03-06,school
c03-007e-03-07,play-
c03-007e-04-00,grounds
c03-007e-04-01,","
c03-007e-04-02,the
c03-007e-04-03,public
c03-007e-04-04,monuments
c03-007e-04-05,and
c03-007e-04-06,the
c03-007e-05-00,rubbish
c03-007e-05-01,strewn
c03-007e-05-02,canals
c03-007e-05-03,-
c03-007e-05-04,even
c03-007e-05-05,the
c03-007e-05-06,worn
c03-007e-06-00,head-stones
c03-007e-06-01,in
c03-007e-06-02,the
c03-007e-06-03,churchyard
c03-007e-06-04,","
c03-007e-06-05,""""
c03-007e-06-06,sacred
c03-007e-06-07,to
c03-007e-07-00,the
c03-007e-07-01,memory
c03-007e-07-02,of
c03-007e-07-03,""""
c03-007e-07-04,-
c03-007e-07-05,are
c03-007e-07-06,seen
c03-007e-07-07,as
c03-007e-07-08,an
c03-007e-07-09,integral
c03-007e-08-00,part
c03-007e-08-01,of
c03-007e-08-02,the
c03-007e-08-03,story
c03-007e-08-04,.
c03-007f-00-00,In
c03-007f-00-01,A
c03-007f-00-02,Taste
c03-007f-00-03,of
c03-007f-00-04,Honey
c03-007f-00-05,Mr.
c03-007f-00-06,Richardson
c03-007f-00-07,has
c03-007f-01-00,taken
c03-007f-01-01,a
c03-007f-01-02,town
c03-007f-01-03,in
c03-007f-01-04,the
c03-007f-01-05,industrial
c03-007f-01-06,North
c03-007f-01-07,of
c03-007f-02-00,England
c03-007f-02-01,and
c03-007f-02-02,has
c03-007f-02-03,made
c03-007f-02-04,it
c03-007f-02-05,live
c03-007f-02-06,.
c03-007f-02-07,The
c03-007f-02-08,shabby
c03-007f-03-00,streets
c03-007f-03-01,and
c03-007f-03-02,wet
c03-007f-03-03,pavements
c03-007f-03-04,","
c03-007f-03-05,the
c03-007f-03-06,school
c03-007f-04-00,play-grounds
c03-007f-04-01,","
c03-007f-04-02,the
c03-007f-04-03,public
c03-007f-04-04,monuments
c03-007f-04-05,and
c03-007f-05-00,the
c03-007f-05-01,rubbish
c03-007f-05-02,strewn
c03-007f-05-03,canals
c03-007f-05-04,-
c03-007f-05-05,even
c03-007f-05-06,the
c03-007f-05-07,worn
c03-007f-06-00,head-stones
c03-007f-06-01,in
c03-007f-06-02,the
c03-007f-06-03,churchyard
c03-007f-06-04,","
c03-007f-06-05,""""
c03-007f-06-06,sacred
c03-007f-06-07,to
c03-007f-07-00,the
c03-007f-07-01,memory
c03-007f-07-02,of
c03-007f-07-03,""""
c03-007f-07-04,-
c03-007f-07-05,are
c03-007f-07-06,seen
c03-007f-07-07,as
c03-007f-07-08,an
c03-007f-07-09,inte-
c03-007f-08-00,gral
c03-007f-08-01,part
c03-007f-08-02,of
c03-007f-08-03,the
c03-007f-08-04,story
c03-007f-08-05,.
c03-016a-00-00,But
c03-016a-00-01,there
c03-016a-00-02,is
c03-016a-00-03,heart
c03-016a-00-04,in
c03-016a-00-05,the
c03-016a-00-06,telling
c03-016a-00-07,","
c03-016a-00-08,and
c03-016a-00-09,an
c03-016a-01-00,intense
c03-016a-01-01,realism
c03-016a-01-02,in
c03-016a-01-03,the
c03-016a-01-04,situation
c03-016a-01-05,.
c03-016a-01-06,A
c03-016a-01-07,young
c03-016a-02-00,girl
c03-016a-02-01,lives
c03-016a-02-02,in
c03-016a-02-03,a
c03-016a-02-04,single
c03-016a-02-05,dingy
c03-016a-02-06,room
c03-016a-02-07,with
c03-016a-03-00,her
c03-016a-03-01,slatternly
c03-016a-03-02,","
c03-016a-03-03,promiscuous
c03-016a-03-04,mother
c03-016a-03-05,.
c03-016a-03-06,In
c03-016a-03-07,such
c03-016a-04-00,surroundings
c03-016a-04-01,she
c03-016a-04-02,learns
c03-016a-04-03,sex
c03-016a-04-04,is
c03-016a-04-05,something
c03-016a-05-00,sordid
c03-016a-05-01,","
c03-016a-05-02,and
c03-016a-05-03,when
c03-016a-05-04,she
c03-016a-05-05,experiences
c03-016a-05-06,it
c03-016a-05-07,for
c03-016a-05-08,the
c03-016a-06-00,first
c03-016a-06-01,time
c03-016a-06-02,herself
c03-016a-06-03,it
c03-016a-06-04,is
c03-016a-06-05,incoherently
c03-016a-06-06,","
c03-016a-06-07,clumsily
c03-016a-06-08,","
c03-016a-07-00,but
c03-016a-07-01,half
c03-016a-07-02,inquisitively
c03-016a-07-03,.
c03-016a-07-04,As
c03-016a-07-05,is
c03-016a-07-06,the
c03-016a-07-07,case
c03-016a-07-08,in
c03-016a-07-09,Fanny
c03-016a-08-00,her
c03-016a-08-01,first
c03-016a-08-02,lover
c03-016a-08-03,is
c03-016a-08-04,a
c03-016a-08-05,sailor
c03-016a-08-06,who
c03-016a-08-07,leaves
c03-016a-08-08,her
c03-016a-09-00,to
c03-016a-09-01,bear
c03-016a-09-02,his
c03-016a-09-03,child
c03-016a-09-04,and
c03-016a-09-05,sails
c03-016a-09-06,away
c03-016a-09-07,.
c03-016b-00-00,But
c03-016b-00-01,there
c03-016b-00-02,is
c03-016b-00-03,heart
c03-016b-00-04,in
c03-016b-00-05,the
c03-016b-00-06,telling
c03-016b-00-07,","
c03-016b-00-08,and
c03-016b-00-09,an
c03-016b-00-10,intense
c03-016b-01-00,realism
c03-016b-01-01,in
c03-016b-01-02,the
c03-016b-01-03,situation
c03-016b-01-04,.
c03-016b-01-05,A
c03-016b-01-06,young
c03-016b-01-07,girl
c03-016b-01-08,lives
c03-016b-01-09,in
c03-016b-02-00,a
c03-016b-02-01,single
c03-016b-02-02,dingy
c03-016b-02-03,room
c03-016b-02-04,with
c03-016b-02-05,her
c03-016b-02-06,slatternly
c03-016b-02-07,","
c03-016b-03-00,promiscuous
c03-016b-03-01,mother
c03-016b-03-02,.
c03-016b-03-03,In
c03-016b-03-04,such
c03-016b-03-05,surroundings
c03-016b-03-06,she
c03-016b-04-00,learns
c03-016b-04-01,sex
c03-016b-04-02,is
c03-016b-04-03,something
c03-016b-04-04,sordid
c03-016b-04-05,","
c03-016b-04-06,and
c03-016b-04-07,when
c03-016b-04-08,she
c03-016b-05-00,experiences
c03-016b-05-01,it
c03-016b-05-02,for
c03-016b-05-03,the
c03-016b-05-04,first
c03-016b-05-05,time
c03-016b-05-06,herself
c03-016b-05-07,it
c03-016b-06-00,is
c03-016b-06-01,incoherently
c03-016b-06-02,","
c03-016b-06-03,clumsily
c03-016b-06-04,","
